Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City
B-25654,122,-21,3,Furniture,Furnishings,UPI,10-05-2018,Sabah,Maharashtra,Mumbai
B-25854,149,48,6,Clothing,Stole,COD,08-11-2018,Shubham,Maharashtra,Pune
B-25623,149,-87,4,Clothing,Saree,COD,22-04-2018,Atharv,West Bengal,Kolkata
B-25985,197,20,4,Clothing,Kurti,Credit Card,31-01-2018,Ginny,Madhya Pradesh,Indore
B-25723,76,-54,3,Electronics,Electronic Games,COD,18-07-2018,Wale,Maharashtra,Mumbai
B-25751,221,-15,2,Electronics,Electronic Games,COD,14-08-2018,Nishant,Maharashtra,Mumbai
B-26050,79,32,3,Clothing,Saree,Debit Card,06-03-2018,Paridhi,Rajasthan,Jaipur
B-25800,45,12,7,Clothing,Hankerchief,UPI,01-10-2018,Ishit,Maharashtra,Pune
B-25673,149,-1,1,Clothing,Saree,COD,28-05-2018,Arsheen,Gujarat,Ahmedabad
B-26002,80,22,3,Clothing,Stole,Debit Card,08-02-2018,Harsh,Delhi,Delhi
B-26009,195,12,9,Clothing,Shirt,Credit Card,10-02-2018,Komal,Uttar Pradesh,Lucknow
B-25754,19,0,3,Clothing,Skirt,UPI,18-08-2018,Akshay,Bihar,Patna
B-25953,81,41,3,Clothing,Stole,Debit Card,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-26039,83,34,5,Clothing,Shirt,Debit Card,25-02-2018,Hemant,Kerala ,Thiruvananthapuram
B-26001,149,17,4,Furniture,Furnishings,COD,07-02-2018,Patil,Delhi,Delhi
B-25620,193,46,1,Electronics,Printers,Credit Card,20-04-2018,Sarita,Maharashtra,Pune
B-26051,85,24,10,Clothing,Hankerchief,Debit Card,07-03-2018,Parishi,West Bengal,Kolkata
B-25673,44,-17,5,Clothing,Saree,UPI,28-05-2018,Arsheen,Gujarat,Ahmedabad
B-25721,149,-40,2,Electronics,Phones,COD,16-07-2018,Anchal,Haryana,Chandigarh
B-25764,26,0,2,Clothing,Kurti,COD,28-08-2018,Sanjova,Maharashtra,Pune
B-25645,86,0,4,Clothing,T-shirt,Debit Card,01-05-2018,Yaanvi,Madhya Pradesh,Indore
B-26066,86,22,2,Clothing,Saree,Debit Card,16-03-2018,Priyanka,Maharashtra,Pune
B-26003,79,16,3,Clothing,T-shirt,COD,08-02-2018,Hitesh,Madhya Pradesh,Bhopal
B-25712,193,-275,3,Electronics,Phones,Credit Card,07-07-2018,Adhvaita,Rajasthan,Jaipur
B-25796,148,0,3,Clothing,Saree,COD,24-09-2018,Sukrith,Maharashtra,Mumbai
B-25738,70,-14,2,Furniture,Furnishings,UPI,02-08-2018,Ayush,Punjab,Chandigarh
B-25771,148,59,3,Clothing,Hankerchief,COD,02-09-2018,Vaibhavi,Uttar Pradesh,Lucknow
B-25950,190,19,9,Furniture,Furnishings,Credit Card,13-01-2018,Shruti,Madhya Pradesh,Indore
B-26038,52,14,2,Clothing,Stole,COD,24-02-2018,Pooja,Bihar,Patna
B-26004,147,44,3,Clothing,Saree,COD,08-02-2018,Nandita,Rajasthan,Jaipur
B-25896,190,68,8,Clothing,T-shirt,Credit Card,05-12-2018,Aman,Maharashtra,Mumbai
B-25601,80,-56,4,Electronics,Electronic Games,UPI,01-04-2018,Bharat,Gujarat,Ahmedabad
B-25952,147,48,3,Clothing,Saree,COD,13-01-2018,Priyanka,Madhya Pradesh,Indore
B-25873,66,12,3,Clothing,Stole,COD,23-11-2018,Divyeta,Madhya Pradesh,Indore
B-25844,86,8,2,Clothing,Saree,Debit Card,03-11-2018,Swati,Madhya Pradesh,Indore
B-26054,88,19,2,Clothing,Shirt,Debit Card,10-03-2018,Mayank,Maharashtra,Mumbai
B-25953,188,-193,2,Electronics,Electronic Games,Credit Card,14-01-2018,Krutika,Andhra Pradesh,Hyderabad
B-25951,89,29,2,Clothing,Stole,UPI,13-01-2018,Jesal,West Bengal,Kolkata
B-26065,146,19,5,Clothing,Stole,COD,16-03-2018,Nida,Madhya Pradesh,Indore
B-26033,143,32,1,Furniture,Bookcases,COD,22-02-2018,Atharv,West Bengal,Kolkata
B-25781,25,-1,4,Clothing,Kurti,COD,14-09-2018,Rutuja,Gujarat,Ahmedabad
B-26043,30,12,3,Clothing,Skirt,UPI,01-03-2018,Amit,Sikkim,Gangtok
B-25787,140,-58,4,Furniture,Furnishings,COD,20-09-2018,Asish,Jammu and Kashmir,Kashmir
B-25664,83,-48,1,Furniture,Bookcases,UPI,20-05-2018,Pratyusmita,Bihar,Patna
B-25825,140,6,5,Clothing,Saree,COD,21-10-2018,Kartik,Madhya Pradesh,Indore
B-25818,28,14,4,Clothing,Hankerchief,COD,14-10-2018,Sandeep,Madhya Pradesh,Indore
B-25765,139,14,3,Clothing,Stole,COD,29-08-2018,Meghana,Madhya Pradesh,Bhopal
B-25853,30,14,3,Clothing,Hankerchief,UPI,08-11-2018,Gaurav,Gujarat,Ahmedabad
B-26030,89,36,3,Clothing,Shirt,UPI,21-02-2018,Sarita,Maharashtra,Pune
B-25730,187,30,4,Electronics,Accessories,Credit Card,22-07-2018,Rishabh,Rajasthan,Jaipur
B-26054,139,21,3,Electronics,Accessories,COD,10-03-2018,Mayank,Maharashtra,Mumbai
B-25773,437,-14,2,Clothing,Saree,UPI,06-09-2018,Shreya,Kerala ,Thiruvananthapuram
B-25717,138,-3,5,Clothing,Saree,COD,12-07-2018,Manshul,Uttar Pradesh,Lucknow
B-26010,85,13,2,Clothing,Shirt,UPI,11-02-2018,Kartikay,Bihar,Patna
B-25893,83,12,3,Clothing,Stole,UPI,04-12-2018,Vrinda,Uttar Pradesh,Mathura
B-26076,91,22,2,Clothing,Stole,UPI,21-03-2018,Jahan,Madhya Pradesh,Bhopal
B-25803,137,5,5,Clothing,Shirt,COD,05-10-2018,Shivanshu,Madhya Pradesh,Indore
B-25709,33,-12,7,Clothing,Saree,UPI,01-07-2018,Aakanksha,Madhya Pradesh,Indore
B-25755,134,-34,2,Furniture,Chairs,COD,19-08-2018,Shourya,Kerala ,Thiruvananthapuram
B-25684,134,42,2,Furniture,Chairs,COD,09-06-2018,Samiksha,Maharashtra,Mumbai
B-25739,133,-56,2,Furniture,Chairs,COD,03-08-2018,Daksh,Haryana,Chandigarh
B-26081,93,-84,3,Clothing,Saree,UPI,22-03-2018,Aarushi,Tamil Nadu,Chennai
B-25662,86,-21,1,Electronics,Electronic Games,UPI,17-05-2018,Sweta,Maharashtra,Mumbai
B-25845,132,54,5,Clothing,Stole,COD,03-11-2018,Snel,Kerala ,Thiruvananthapuram
B-26085,132,-10,3,Clothing,Saree,COD,26-03-2018,Shrichand,Punjab,Chandigarh
B-25745,132,-79,5,Furniture,Furnishings,COD,09-08-2018,Kartik,Gujarat,Ahmedabad
B-25999,93,-65,4,Clothing,Stole,UPI,05-02-2018,Diwakar,Delhi,Delhi
B-26082,95,5,2,Clothing,Stole,UPI,23-03-2018,Jitesh,Uttar Pradesh,Lucknow
B-26097,97,12,2,Clothing,Hankerchief,UPI,28-03-2018,Vini,Karnataka,Bangalore
B-25731,131,-154,8,Furniture,Furnishings,COD,26-07-2018,Akash,West Bengal,Kolkata
B-25625,97,29,2,Clothing,Hankerchief,UPI,23-04-2018,Pinky,Jammu and Kashmir,Kashmir
B-25853,128,4,3,Clothing,Saree,COD,08-11-2018,Gaurav,Gujarat,Ahmedabad
B-25703,186,241,9,Clothing,Shirt,Credit Card,28-06-2018,Ekta,Madhya Pradesh,Indore
B-26003,128,47,4,Clothing,Hankerchief,COD,08-02-2018,Hitesh,Madhya Pradesh,Bhopal
B-25803,185,48,4,Clothing,Stole,Credit Card,05-10-2018,Shivanshu,Madhya Pradesh,Indore
B-25719,29,10,2,Clothing,Stole,COD,12-07-2018,Rashmi,Madhya Pradesh,Indore
B-25883,127,29,3,Furniture,Furnishings,COD,27-11-2018,Saptadeep,Gujarat,Surat
B-25891,97,36,7,Clothing,Hankerchief,UPI,04-12-2018,Shivani,Madhya Pradesh,Indore
B-25821,125,0,3,Electronics,Accessories,COD,16-10-2018,Ajay,West Bengal,Kolkata
B-25646,299,-8,2,Clothing,Saree,COD,01-05-2018,Sonal,Bihar,Patna
B-25874,124,54,5,Clothing,T-shirt,COD,24-11-2018,Megha,Rajasthan,Udaipur
B-25717,90,17,3,Clothing,Shirt,COD,12-07-2018,Manshul,Uttar Pradesh,Lucknow
B-26073,122,11,4,Clothing,Hankerchief,COD,21-03-2018,Pournamasi,Madhya Pradesh,Indore
B-25800,122,-66,9,Electronics,Accessories,COD,01-10-2018,Ishit,Maharashtra,Pune
B-25991,90,30,2,Furniture,Chairs,UPI,03-02-2018,Mansi,Madhya Pradesh,Indore
B-25638,182,-11,3,Furniture,Bookcases,Credit Card,26-04-2018,Parth,Maharashtra,Pune
B-26021,122,59,7,Furniture,Furnishings,COD,17-02-2018,Anita,Kerala ,Thiruvananthapuram
B-25882,121,19,4,Clothing,Stole,COD,26-11-2018,Masurkar,Punjab,Amritsar
B-26053,120,1,1,Furniture,Chairs,COD,09-03-2018,Kirti,Jammu and Kashmir,Kashmir
B-25951,120,23,5,Clothing,Stole,COD,13-01-2018,Jesal,West Bengal,Kolkata
B-25757,34,-11,5,Clothing,T-shirt,COD,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25777,117,17,6,Clothing,Kurti,COD,10-09-2018,Aditi,Madhya Pradesh,Indore
B-26040,38,9,2,Clothing,Stole,COD,26-02-2018,Sahil,Punjab,Chandigarh
B-25696,117,-6,3,Electronics,Phones,COD,21-06-2018,Noopur,Karnataka,Bangalore
B-25977,180,54,4,Clothing,T-shirt,Credit Card,27-01-2018,Aayushi,Gujarat,Surat
B-25743,99,-5,1,Clothing,Saree,UPI,07-08-2018,Aman,Nagaland,Kohima
B-25651,172,-103,3,Furniture,Chairs,EMI,07-05-2018,Anurag,Madhya Pradesh,Indore
B-25603,116,16,4,Clothing,Stole,COD,03-04-2018,Jahan,Madhya Pradesh,Bhopal
B-25696,116,-4,1,Clothing,Saree,COD,21-06-2018,Noopur,Karnataka,Bangalore
B-26037,171,68,7,Clothing,Stole,EMI,23-02-2018,Hitika,Madhya Pradesh,Indore
B-26098,46,14,5,Clothing,Skirt,COD,29-03-2018,Pinky,Jammu and Kashmir,Kashmir
B-25697,115,-39,3,Clothing,Trousers,COD,22-06-2018,Vijay,Jammu and Kashmir,Kashmir
B-25920,100,7,2,Clothing,T-shirt,UPI,24-12-2018,Jayanti,Uttar Pradesh,Prayagraj
B-25993,44,8,2,Clothing,Stole,COD,03-02-2018,Madhav,Delhi,Delhi
B-26089,139,14,3,Clothing,Kurti,COD,26-03-2018,Kanak,Goa,Goa
B-25960,171,-140,2,Furniture,Bookcases,EMI,18-01-2018,Shreya,Andhra Pradesh,Hyderabad
B-25917,100,12,2,Clothing,T-shirt,UPI,21-12-2018,Sanjay,Maharashtra,Mumbai
B-25825,115,25,6,Clothing,Stole,COD,21-10-2018,Kartik,Madhya Pradesh,Indore
B-25696,168,-9,3,Clothing,Saree,COD,21-06-2018,Noopur,Karnataka,Bangalore
B-25972,115,47,2,Electronics,Accessories,COD,23-01-2018,Jesslyn,Rajasthan,Udaipur
B-25602,168,-111,2,Electronics,Phones,EMI,01-04-2018,Vrinda,Maharashtra,Pune
B-25736,31,-7,5,Clothing,Skirt,UPI,31-07-2018,Akshat,Maharashtra,Mumbai
B-26003,114,41,6,Furniture,Furnishings,COD,08-02-2018,Hitesh,Madhya Pradesh,Bhopal
B-25970,111,9,4,Clothing,Stole,COD,22-01-2018,Rhea,Maharashtra,Mumbai
B-25742,11,-8,2,Clothing,Skirt,UPI,03-08-2018,Ashwin,Goa,Goa
B-25770,110,35,1,Furniture,Furnishings,COD,02-09-2018,Sakshi,Madhya Pradesh,Indore
B-26098,59,15,2,Clothing,T-shirt,UPI,29-03-2018,Pinky,Jammu and Kashmir,Kashmir
B-26050,166,27,2,Electronics,Accessories,EMI,06-03-2018,Paridhi,Rajasthan,Jaipur
B-25778,109,-6,6,Clothing,Saree,COD,11-09-2018,Surabhi,Maharashtra,Mumbai
B-25652,34,-6,4,Clothing,Leggings,COD,08-05-2018,Tushina,Goa,Goa
B-25999,109,40,1,Furniture,Furnishings,COD,05-02-2018,Diwakar,Delhi,Delhi
B-25909,108,22,3,Electronics,Accessories,COD,13-12-2018,Sujay,Maharashtra,Pune
B-25823,103,50,2,Furniture,Furnishings,UPI,18-10-2018,Rohan,Maharashtra,Mumbai
B-25701,10,-8,2,Clothing,Skirt,COD,26-06-2018,Maithilee,Madhya Pradesh,Indore
B-25855,90,17,3,Clothing,Hankerchief,COD,08-11-2018,Abhijeet,Madhya Pradesh,Bhopal
B-25654,105,46,2,Clothing,Stole,UPI,10-05-2018,Sabah,Maharashtra,Mumbai
B-25623,105,20,2,Clothing,Stole,Debit Card,22-04-2018,Atharv,West Bengal,Kolkata
B-25641,22,-6,1,Furniture,Furnishings,COD,27-04-2018,Parishi,West Bengal,Kolkata
B-25852,105,-33,5,Clothing,Kurti,COD,07-11-2018,Soumyabrata,Andhra Pradesh,Hyderabad
B-25958,105,25,2,Clothing,Hankerchief,EMI,18-01-2018,Aparajita,West Bengal,Kolkata
B-25802,25,-7,5,Clothing,Saree,UPI,05-10-2018,Yash,Maharashtra,Mumbai
B-25823,104,2,2,Furniture,Furnishings,COD,18-10-2018,Rohan,Maharashtra,Mumbai
B-25834,16,5,1,Clothing,Stole,UPI,29-10-2018,Ananya,Andhra Pradesh,Hyderabad
B-25678,64,-7,3,Clothing,Saree,COD,03-06-2018,Bathina,Karnataka,Bangalore
B-25774,38,-6,2,Furniture,Furnishings,UPI,07-09-2018,Snehal,Punjab,Chandigarh
B-25904,83,12,2,Furniture,Chairs,COD,10-12-2018,Swapnil,Delhi,Delhi
B-25896,103,36,2,Clothing,Hankerchief,COD,05-12-2018,Aman,Maharashtra,Mumbai
B-25796,37,-6,1,Clothing,Saree,UPI,24-09-2018,Sukrith,Maharashtra,Mumbai
B-25934,105,33,6,Clothing,Saree,EMI,04-01-2018,Rahul,Madhya Pradesh,Indore
B-25750,78,-6,2,Furniture,Furnishings,UPI,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-25761,102,-90,1,Clothing,Saree,COD,25-08-2018,Madhav,Uttar Pradesh,Mathura
B-25912,102,11,6,Clothing,T-shirt,COD,16-12-2018,Preksha,Delhi,Delhi
B-25751,10,-8,1,Clothing,Kurti,UPI,14-08-2018,Nishant,Maharashtra,Mumbai
B-25656,101,18,9,Clothing,Skirt,COD,11-05-2018,Priyanka,Maharashtra,Pune
B-25647,42,-6,4,Clothing,Saree,UPI,03-05-2018,Sharda,Kerala ,Thiruvananthapuram
B-25861,56,18,2,Clothing,Hankerchief,UPI,15-11-2018,Aayush,Uttar Pradesh,Lucknow
B-25802,95,5,2,Clothing,Stole,COD,05-10-2018,Yash,Maharashtra,Mumbai
B-25901,159,2,3,Furniture,Furnishings,EMI,10-12-2018,Suraj,Gujarat,Surat
B-25623,158,69,3,Clothing,Stole,EMI,22-04-2018,Atharv,West Bengal,Kolkata
B-25751,106,0,2,Electronics,Phones,EMI,14-08-2018,Nishant,Maharashtra,Mumbai
B-26052,101,16,4,Clothing,T-shirt,COD,08-03-2018,Ajay,Karnataka,Bangalore
B-25886,107,37,3,Clothing,Shirt,COD,28-11-2018,Brijesh,Rajasthan,Udaipur
B-25804,156,36,5,Clothing,T-shirt,EMI,05-10-2018,Sudheer,Karnataka,Bangalore
B-25734,108,-19,3,Electronics,Electronic Games,UPI,29-07-2018,Pranav,Madhya Pradesh,Indore
B-25610,107,-54,4,Clothing,Stole,EMI,09-04-2018,Yogesh,Bihar,Patna
B-25711,100,-58,4,Clothing,Hankerchief,COD,06-07-2018,Sakshi,Madhya Pradesh,Bhopal
B-25985,108,26,4,Clothing,Shirt,UPI,31-01-2018,Ginny,Madhya Pradesh,Indore
B-25864,100,6,4,Clothing,Stole,COD,15-11-2018,Aromal,Maharashtra,Mumbai
B-25648,100,-23,1,Electronics,Phones,COD,04-05-2018,Aditya,Punjab,Chandigarh
B-26086,43,17,2,Clothing,T-shirt,UPI,26-03-2018,Mukesh,Haryana,Chandigarh
B-25835,155,26,3,Clothing,Stole,EMI,29-10-2018,Moumita,Gujarat,Ahmedabad
B-25949,151,9,3,Clothing,Hankerchief,EMI,13-01-2018,Shantanu,Maharashtra,Mumbai
B-25930,151,29,5,Clothing,Hankerchief,EMI,03-01-2018,Monica,Punjab,Chandigarh
B-25655,110,-68,4,Clothing,Saree,EMI,11-05-2018,Nida,Madhya Pradesh,Indore
B-25757,98,9,2,Furniture,Furnishings,COD,21-08-2018,Vishakha,Madhya Pradesh,Indore
B-25655,97,-62,2,Clothing,Trousers,COD,11-05-2018,Nida,Madhya Pradesh,Indore
B-26033,111,35,5,Clothing,Shirt,COD,22-02-2018,Atharv,West Bengal,Kolkata
B-26083,45,17,1,Electronics,Accessories,COD,24-03-2018,Yogesh,Bihar,Patna
B-25805,112,15,2,Furniture,Chairs,COD,05-10-2018,Ankit,Maharashtra,Mumbai
B-25955,110,20,5,Clothing,Stole,Debit Card,16-01-2018,Shiva,Maharashtra,Pune
B-25762,98,-5,2,Clothing,Saree,UPI,26-08-2018,Anudeep,Madhya Pradesh,Indore
B-25919,110,12,7,Clothing,Stole,Debit Card,23-12-2018,Neha,Rajasthan,Udaipur
B-25853,95,11,4,Furniture,Furnishings,COD,08-11-2018,Gaurav,Gujarat,Ahmedabad
B-25925,1228,14,3,Furniture,Chairs,UPI,29-12-2018,Shruti,Maharashtra,Mumbai
B-26023,29,0,3,Furniture,Furnishings,COD,19-02-2018,Mukesh,Haryana,Chandigarh
B-26055,94,27,2,Clothing,T-shirt,COD,10-03-2018,Harivansh,Uttar Pradesh,Mathura
B-25653,115,25,1,Electronics,Accessories,COD,08-05-2018,Farah,Nagaland,Kohima
B-25893,149,15,3,Clothing,Saree,EMI,04-12-2018,Vrinda,Uttar Pradesh,Mathura
B-26052,148,23,4,Clothing,Kurti,EMI,08-03-2018,Ajay,Karnataka,Bangalore
B-25830,93,15,2,Electronics,Accessories,COD,26-10-2018,Aastha,Himachal Pradesh,Simla
B-26040,113,24,4,Clothing,Hankerchief,Debit Card,26-02-2018,Sahil,Punjab,Chandigarh
B-25981,48,2,3,Clothing,Stole,COD,28-01-2018,Amruta,Delhi,Delhi
B-25954,148,9,1,Electronics,Electronic Games,UPI,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25889,114,11,4,Clothing,T-shirt,Debit Card,03-12-2018,Abhishek,Gujarat,Surat
B-25810,92,42,2,Clothing,Stole,COD,10-10-2018,Nripraj,Punjab,Chandigarh
B-25637,117,14,3,Clothing,Shirt,UPI,26-04-2018,Ashmi,Madhya Pradesh,Indore
B-25801,21,-10,4,Clothing,Leggings,COD,01-10-2018,Aryan,Madhya Pradesh,Bhopal
B-25783,33,-10,6,Clothing,Leggings,UPI,15-09-2018,Shivangi,Madhya Pradesh,Indore
B-25697,114,8,3,Electronics,Accessories,Debit Card,22-06-2018,Vijay,Jammu and Kashmir,Kashmir
B-26028,115,0,1,Electronics,Accessories,Debit Card,20-02-2018,Manju,Andhra Pradesh,Hyderabad
B-25851,90,29,5,Clothing,T-shirt,COD,06-11-2018,Kushal,Nagaland,Kohima
B-25938,61,1,2,Furniture,Furnishings,COD,05-01-2018,Shikhar,Himachal Pradesh,Simla
B-25820,119,1,1,Furniture,Chairs,COD,16-10-2018,Dheeraj,Rajasthan,Jaipur
B-25850,117,36,2,Clothing,Trousers,Debit Card,05-11-2018,Abhishek,Goa,Goa
B-25924,148,54,2,Furniture,Chairs,UPI,28-12-2018,Prajakta,Karnataka,Bangalore
B-25609,249,-5,4,Clothing,Saree,COD,09-04-2018,Jitesh,Uttar Pradesh,Lucknow
B-25898,147,73,3,Clothing,Stole,UPI,07-12-2018,Abhishek,Rajasthan,Udaipur
B-25814,118,35,7,Clothing,T-shirt,EMI,10-10-2018,Swapnil,Madhya Pradesh,Indore
B-26087,119,56,7,Clothing,Saree,EMI,26-03-2018,Vandana,Himachal Pradesh,Simla
B-25901,90,27,2,Clothing,T-shirt,COD,10-12-2018,Suraj,Gujarat,Surat
B-26025,32,1,2,Clothing,Stole,COD,19-02-2018,Bhavna,Sikkim,Gangtok
B-25631,89,-89,2,Furniture,Furnishings,COD,24-04-2018,Ritu,Haryana,Chandigarh
B-25954,146,66,1,Electronics,Phones,UPI,14-01-2018,Trupti,Gujarat,Ahmedabad
B-25956,89,-37,4,Clothing,Shirt,COD,17-01-2018,Shreya,Maharashtra,Mumbai
B-26096,88,11,3,Electronics,Accessories,COD,28-03-2018,Atharv,West Bengal,Kolkata
B-25862,121,41,4,Clothing,Stole,EMI,15-11-2018,Amol,Bihar,Patna
B-26054,88,20,2,Clothing,Saree,COD,10-03-2018,Mayank,Maharashtra,Mumbai
B-25698,87,-83,5,Clothing,Kurti,COD,23-06-2018,Amisha,Tamil Nadu,Chennai
B-25606,87,4,2,Clothing,Shirt,COD,06-04-2018,Hazel,Karnataka,Bangalore
B-25928,122,15,3,Electronics,Accessories,EMI,01-01-2018,Smriti,Bihar,Patna
B-26005,87,10,3,Clothing,Stole,COD,08-02-2018,Parnavi,West Bengal,Kolkata
B-25963,53,8,3,Furniture,Furnishings,UPI,19-01-2018,Pratiksha,Maharashtra,Mumbai
B-25952,87,-32,9,Clothing,Skirt,COD,13-01-2018,Priyanka,Madhya Pradesh,Indore
B-25683,86,-55,6,Clothing,Saree,COD,08-06-2018,Shreya,Kerala ,Thiruvananthapuram
B-25914,125,22,3,Clothing,Stole,EMI,18-12-2018,Kajal,Delhi,Delhi
B-25828,128,-3,3,Clothing,Saree,Debit Card,24-10-2018,Nikita,Punjab,Chandigarh
B-25743,143,-124,5,Clothing,Saree,UPI,07-08-2018,Aman,Nagaland,Kohima
B-26085,86,22,2,Clothing,Saree,COD,26-03-2018,Shrichand,Punjab,Chandigarh
B-25869,86,9,3,Clothing,Saree,COD,19-11-2018,Parakh,Nagaland,Kohima
B-25773,85,-9,4,Clothing,Saree,COD,06-09-2018,Shreya,Kerala ,Thiruvananthapuram
B-25700,129,-75,5,Clothing,Shirt,Debit Card,25-06-2018,Shubhi,Maharashtra,Mumbai
B-25921,84,-42,2,Electronics,Accessories,COD,25-12-2018,Sandra,Punjab,Amritsar
B-25730,83,-81,3,Furniture,Chairs,COD,22-07-2018,Rishabh,Rajasthan,Jaipur
B-26083,143,6,2,Electronics,Accessories,UPI,24-03-2018,Yogesh,Bihar,Patna
B-25849,336,123,3,Electronics,Phones,UPI,04-11-2018,K,Sikkim,Gangtok
B-25909,323,122,5,Electronics,Phones,UPI,13-12-2018,Sujay,Maharashtra,Pune
B-26038,130,61,3,Clothing,Shirt,Debit Card,24-02-2018,Pooja,Bihar,Patna
B-25999,152,-3,5,Clothing,Saree,COD,05-02-2018,Diwakar,Delhi,Delhi
B-25928,25,10,1,Furniture,Furnishings,UPI,01-01-2018,Smriti,Bihar,Patna
B-25878,140,15,5,Clothing,Stole,UPI,24-11-2018,Mrinal,Maharashtra,Mumbai
B-25843,45,0,2,Clothing,Stole,UPI,03-11-2018,Mrunal,Maharashtra,Mumbai
B-25959,132,49,3,Clothing,Shirt,COD,18-01-2018,Muskan,Madhya Pradesh,Indore
B-25630,133,12,5,Clothing,Stole,Debit Card,24-04-2018,Sahil,Punjab,Chandigarh
B-25858,82,13,2,Clothing,Shirt,COD,13-11-2018,Uudhav,Maharashtra,Mumbai
B-26096,140,56,4,Clothing,Shirt,UPI,28-03-2018,Atharv,West Bengal,Kolkata
B-25838,81,19,7,Clothing,Hankerchief,COD,29-10-2018,Sanjana,Madhya Pradesh,Indore
B-25943,137,38,5,Clothing,Hankerchief,Debit Card,09-01-2018,Shardul,Gujarat,Ahmedabad
B-25780,137,-41,3,Electronics,Phones,Debit Card,13-09-2018,Teena,Andhra Pradesh,Hyderabad
B-25949,140,57,2,Clothing,Trousers,Debit Card,13-01-2018,Shantanu,Maharashtra,Mumbai
B-25892,139,30,3,Clothing,Shirt,UPI,04-12-2018,Aditi,Rajasthan,Udaipur
B-26054,138,11,5,Clothing,Stole,UPI,10-03-2018,Mayank,Maharashtra,Mumbai
B-25988,79,-124,9,Clothing,Skirt,COD,31-01-2018,Nirja,Delhi,Delhi
B-25939,136,41,3,Electronics,Accessories,UPI,05-01-2018,Vineet,Sikkim,Gangtok
B-26083,145,16,3,Clothing,T-shirt,Debit Card,24-03-2018,Yogesh,Bihar,Patna
B-26078,44,20,2,Clothing,T-shirt,UPI,22-03-2018,Kasheen,West Bengal,Kolkata
B-25902,79,6,7,Clothing,Saree,COD,10-12-2018,Ishpreet,Maharashtra,Mumbai
B-25676,79,36,4,Clothing,Shirt,COD,01-06-2018,Chandni,Rajasthan,Jaipur
B-26016,134,-13,3,Electronics,Electronic Games,UPI,14-02-2018,Hazel,Karnataka,Bangalore
B-25950,133,5,5,Clothing,Stole,UPI,13-01-2018,Shruti,Madhya Pradesh,Indore
B-26056,47,20,7,Clothing,Hankerchief,UPI,10-03-2018,Sonal,Bihar,Patna
B-25645,133,-42,1,Electronics,Printers,UPI,01-05-2018,Yaanvi,Madhya Pradesh,Indore
B-25906,78,27,3,Clothing,Stole,COD,11-12-2018,Abhijit,Delhi,Delhi
B-26017,78,7,1,Furniture,Chairs,COD,14-02-2018,Sonakshi,Jammu and Kashmir,Kashmir
B-25644,76,-92,8,Furniture,Furnishings,COD,30-04-2018,Mayank,Maharashtra,Mumbai
B-25679,76,-50,1,Clothing,Saree,COD,04-06-2018,Avni,Maharashtra,Mumbai
B-25854,76,19,3,Clothing,Hankerchief,COD,08-11-2018,Shubham,Maharashtra,Pune
B-25670,74,29,3,Clothing,Stole,COD,25-05-2018,Charika,Goa,Goa
B-25792,74,-25,3,Clothing,Stole,COD,24-09-2018,Abhishek,Maharashtra,Mumbai
B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,08-10-2018,Apsingekar,Bihar,Patna
B-25750,73,-31,1,Furniture,Bookcases,COD,14-08-2018,Priyanshu,Madhya Pradesh,Indore
B-26051,80,22,3,Clothing,Stole,UPI,07-03-2018,Parishi,West Bengal,Kolkata
B-26076,133,46,5,Clothing,Shirt,EMI,21-03-2018,Jahan,Madhya Pradesh,Bhopal
B-25946,146,7,2,Electronics,Phones,Debit Card,12-01-2018,Saurabh,Andhra Pradesh,Hyderabad
B-25648,130,-41,4,Clothing,Saree,EMI,04-05-2018,Aditya,Punjab,Chandigarh
B-25992,141,41,3,Clothing,Shirt,UPI,03-02-2018,Gaurav,Rajasthan,Udaipur
B-25848,147,21,3,Furniture,Furnishings,Debit Card,03-11-2018,Rohan,Himachal Pradesh,Simla
B-25697,73,-7,1,Electronics,Phones,COD,22-06-2018,Vijay,Jammu and Kashmir,Kashmir
B-25659,148,72,7,Clothing,T-shirt,Debit Card,15-05-2018,Sanskriti,West Bengal,Kolkata
B-25716,58,0,4,Clothing,Saree,UPI,11-07-2018,Surabhi,Tamil Nadu,Chennai
B-25652,21,-13,3,Clothing,Leggings,UPI,08-05-2018,Tushina,Goa,Goa
B-26093,148,25,3,Clothing,Saree,Debit Card,27-03-2018,Sarita,Maharashtra,Pune
B-25725,144,-7,4,Electronics,Electronic Games,COD,20-07-2018,Anisha,Nagaland,Kohima
B-25661,145,-104,5,Furniture,Chairs,UPI,17-05-2018,Subhashree,Jammu and Kashmir,Kashmir
B-25693,72,-49,1,Electronics,Phones,COD,18-06-2018,Parna,Madhya Pradesh,Bhopal
B-25910,125,15,5,Clothing,Shirt,EMI,14-12-2018,Jay,Delhi,Delhi
B-25943,149,15,3,Clothing,Saree,Debit Card,09-01-2018,Shardul,Gujarat,Ahmedabad
